Opened	Name	City	Market
4/27/2018	67th & Happy Valley	Peoria	Arizona\Phoenix
4/27/2018	Forest Road & Phillips Circle	Lynchburg	Virginia\RoanokeLynchburg
4/27/2018	Hwy 90 & Spears St	Pace	Florida\Panhandle
4/26/2018	Biscayne Blvd & NE 121st St	Miami	Florida\Miami
4/26/2018	Pacific Hwy & 78th - Tigard	Tigard	Oregon\Portland
4/26/2018	Palmdale & 20th St E	Palmdale	California\AntelopeValley
4/23/2018	McMahon & Unser	Albuquerque	NewMexico\Albuquerque
4/22/2018	112 King Street East	Hamilton	Ontario\HamiltonRegion
4/21/2018	Old Trail Drive & US 41	Naples	Florida\Naples
4/21/2018	Laurel Corridor Marketplace	Laurel	Maryland\WashingtonDCArea
4/20/2018	Airport Road and McKenna Road	Arden	NorthCarolina\Asheville
4/20/2018	Glickman Tower, Building Q	Cleveland	Ohio\Cleveland
4/20/2018	Port St. Lucie Blvd & Wayne St	Port St Lucie	Florida\MartinCounty
4/20/2018	Roswell and Cliftwood	Atlanta	Georgia\Atlanta
4/20/2018	North 40th & River Rd	Yakima	Washington\CentralWashington
4/19/2018	US 113 & College Park Lane	Georgetown	Delaware
4/19/2018	Skyway & Elliott	Paradise	California\CaliforniaRemoteMarkets
4/19/2018	Minneapolis - 47th and Cedar	Minneapolis	Minnesota\Minneapolis
4/19/2018	Olive & M	Merced	California\CentralValley
4/16/2018	I-10 & Commerce	San Antonio	Texas\SanAntonio
4/13/2018	Burtonsville	Burtonsville	Maryland\WashingtonDCArea
4/13/2018	Columbia & Central	Albuquerque	NewMexico\Albuquerque
4/9/2018	Centre City & El Norte Pkwy	Escondido	California\SanDiego
4/9/2018	N. Bell & 1431	Cedar Park	Texas\Austin
4/8/2018	Santa Anita & Garvey	El Monte	California\SanGabrielValley
4/7/2018	Bramalea City Centre	Brampton	Ontario\PeelRegion
4/6/2018	Milford Crossing	Milford	Massachusetts\Boston
4/5/2018	Greenwood - US-31 & E Stop 13	Indianapolis	Indiana\Indianapolis
4/3/2018	Tuttle Crossing Blvd	Dublin	Ohio\Columbus
4/3/2018	Danbury, Newtown Road	Danbury	Connecticut\SouthernConnecticut
4/2/2018	Memorial Dr. & Wycliffe	Houston	Texas\Houston
4/2/2018	Hwy 114 & I-35W	Fort Worth	Texas\DallasFortWorth
3/30/2018	Waipahu, Farrington Hwy & Kunia Rd	Waipahu	Hawaii\Oahu
3/30/2018	Gatlin Blvd & Brescia	Port St Lucie	Florida\MartinCounty
3/30/2018	Baldwin-Sunrise Hwy.	Baldwin	NewYork\LongIsland
3/30/2018	Robinson Montour Church Place	Pittsburgh	Pennsylvania\Pittsburgh
3/29/2018	Tsawwassen Commons	Tsawwassen	BritishColumbia\Vancouver
3/29/2018	Beach & Garden Grove Blvd	Stanton	California\OrangeCounty
3/28/2018	Lake Cook & Rand	Palatine	Illinois\Chicagoland
3/26/2018	Main and La Veta - Alamosa	Alamosa	Colorado\ColoradoRemoteMarkets
3/23/2018	West 87th and Pflumm	Lenexa	Kansas\KansasCityKansas
3/23/2018	292 Miracle Mile	Coral Gables	Florida\Miami
3/23/2018	Shoppes At Belmont	Lancaster	Pennsylvania\PennsylvaniaRemoteMarkets
3/21/2018	156th Ave NE & NE 13th - Crossroads	Bellevue	Washington\Seattle
3/19/2018	Highland Dr and Fort Union Blvd	Cottonwood Heights	Utah
3/17/2018	Sherman Way & Woodman	Los Angeles	California\LosAngeles
3/16/2018	East Meadow-Hempstead Tpke.	East Meadow	NewYork\LongIsland
3/16/2018	Farmingville-North Ocean Ave.	Farmingville	NewYork\LongIsland
3/16/2018	Pines Blvd & Hiatus	Pembroke Pines	Florida\BrowardCounty
3/16/2018	Hwy 98 & Matthew Blvd	Destin	Florida\Panhandle
3/16/2018	Highway 9 and Rainbow Lake	Boiling Springs	SouthCarolina\Greenville
3/16/2018	Sunset Blvd & Mohawk	Los Angeles	California\LosAngeles
3/15/2018	Ankeny Blvd & 9th St - Ankeny	Ankeny	Iowa
3/15/2018	70th and 0 - Lincoln	Lincoln	Nebraska
3/15/2018	Egg Harbor	Egg Harbor Township	NewJersey
3/15/2018	Mattoon Starbucks	Mattoon	Illinois\IllinoisRemoteMarkets
3/14/2018	University City Blvd and Ikea Blvd	Charlotte	NorthCarolina\Charlotte
3/12/2018	Haleiwa South Loop	Haleiwa	Hawaii\Oahu
3/12/2018	Hwy 260 and Hwy 87	Payson	Arizona\ArizonaRemoteMarkets
3/12/2018	James Sanders & Hwy 60 - Paducah	Paducah	Kentucky\KentuckyRemoteMarkets
3/11/2018	7th & Roosevelt	Phoenix	Arizona\Phoenix
3/10/2018	Fort Wayne - Maysville & Meijer	Fort Wayne	Indiana\FortWayne
3/10/2018	2020 O`Neal Lane	Baton Rouge	Louisiana\BatonRouge
3/9/2018	W Mercury Blvd and Jefferson Ave	Newport News	Virginia\ChesapeakeBayRegion
3/9/2018	Yankee Doodle and Pilot Knob Road	Eagan	Minnesota\Minneapolis
3/9/2018	774 Broadway	Brooklyn	NewYork\Brooklyn
3/9/2018	North Canton, Applegrove	North Canton	Ohio\Akron
3/9/2018	Holcomb Bridge and Nesbit Ferry	Alpharetta	Georgia\Atlanta
3/8/2018	Westerville, N. Cleveland Ave	Westerville	Ohio\Columbus
3/8/2018	1484 Innisfil Beach Road	Innisfil	Ontario\GreaterTorontoArea
3/8/2018	Airport Plaza - Renton	Renton	Washington\Seattle
3/8/2018	Britannia Plaza	Calgary	Alberta\Calgary
3/8/2018	Hwy 46 & Palm	Wasco	California\CentralValley
3/2/2018	27th and Kensington	Lincoln	Nebraska
3/2/2018	Eagle and Chinden	Boise	Idaho\Boise
3/2/2018	Melrose & Cannon	Oceanside	California\SanDiego
3/2/2018	Lancaster, Lime Spring Square	Lancaster	Pennsylvania\PennsylvaniaRemoteMarkets
3/1/2018	Gateway Center	San Ramon	California\ContraCostaCounty
2/27/2018	Washington and Garland	Northglenn	Colorado\Denver
2/27/2018	SODO Reserve Store	Seattle	Washington\Seattle
2/27/2018	I-65 & Mulberry - Elizabethtown	Elizabethtown	Kentucky\KentuckyRemoteMarkets
2/26/2018	121 & Hebron	Carrollton	Texas\DallasFortWorth
2/24/2018	Cassopolis St & Windsor	Elkhart	Indiana\NorthwestIndiana
2/23/2018	Hewlett-Peninsula Blvd.	Hewlett	NewYork\LongIsland
2/22/2018	Espace Bouvier	Quebec	Quebec\QuebecCity
2/22/2018	Steeplechase - Ritchie Marlboro Rd	Capitol Heights	Maryland\WashingtonDCArea
2/21/2018	Auburndale, Commonwealth Ave	Auburndale	Massachusetts\Boston
2/21/2018	Houston Galleria 2nd floor	Houston	Texas\Houston
2/20/2018	Barker Cypress and 290	Cypress	Texas\Houston
2/19/2018	Whatcom Road	Abbotsford	BritishColumbia\Vancouver
2/19/2018	West Pierce St & Richard St	Carlsbad	NewMexico\NewMexicoRemoteMarkets
2/19/2018	Rutgers - The Yard	New Brunswick	NewJersey
2/17/2018	China Lake and Ward	Ridgecrest	California\CaliforniaRemoteMarkets
2/17/2018	CF Shops at Don Mills	Toronto	Ontario\Toronto
2/16/2018	Milford N. Dupont Blvd	Milford	Delaware
2/16/2018	LeJeune Rd & NW 1st St	Miami	Florida\Miami
2/16/2018	Osborn & 7th Avenue	Phoenix	Arizona\Phoenix
2/16/2018	Medina, Route 18	Medina	Ohio\Cleveland
2/16/2018	Rock Spring Center	Forest Hill	Maryland\Baltimore
2/15/2018	Thousand Oaks & Auto Mall	Thousand Oaks	California\Ventura
2/15/2018	Executive Plaza, Yonkers	Yonkers	NewYork\WestchesterCounty
2/15/2018	8402 Resources Road	Grande Prairie	Alberta\GrandePrairie
2/15/2018	210 & Ayala Dr., Rialto	Rialto	California\SanBernardinoCounty
2/15/2018	Mowry and Cedar	Newark	California\AlamedaCounty
2/15/2018	S. Dale Mabry & Neptune	Tampa	Florida\Tampa
2/15/2018	I-65 & US-31 - Edinburgh	Edinburgh	Indiana\IndianaRemoteMarkets
2/14/2018	Bell & Bullard	Surprise	Arizona\Phoenix
2/12/2018	1118 W Main Street	Gun Barrel City	Texas\RemoteMarkets
2/12/2018	Grant & Hwy 505 - Winters	Winters	California\YoloCounty
2/9/2018	Vollmer & Crawford	Flossmoor	Illinois\Chicagoland
2/9/2018	Tyvola and City Park	Charlotte	NorthCarolina\Charlotte
2/9/2018	Carson & Cherry	Long Beach	California\SoutheastLosAngeles
2/9/2018	Dodge and Devon - Dubuque	Dubuque	Iowa
2/9/2018	Sheldon & Linebaugh	Tampa	Florida\Tampa
2/8/2018	Troy Hills	Parsippany	NewJersey
2/8/2018	Grandview Central	Surrey	BritishColumbia\Vancouver
2/8/2018	580 Wonderland Road South	London	Ontario\LondonON
2/8/2018	Swampscott Mall	Swampscott	Massachusetts\Boston
2/8/2018	Springboro - I-75 & W Central Ave	Springboro	Ohio\Dayton
2/8/2018	Ocean & E	Lompoc	California\CentralCoast
2/7/2018	Place Ville-Marie Food Court	Montreal	Quebec\Montreal
2/5/2018	Westwood Blvd & Highland	Poplar Bluff	Missouri\MissouriRemoteMarkets
2/4/2018	Toronto Premium Outlets	Halton Hills	Ontario\GreaterTorontoArea
2/3/2018	West Lebanon	West Lebanon	NewHampshire
2/2/2018	Broadway and 44th - Mt Vernon	Mt Vernon	Illinois\IllinoisRemoteMarkets
2/2/2018	104th and Melody	Northglenn	Colorado\Denver
2/2/2018	Charlestown, One Thompson	Charlestown	Massachusetts\Boston
2/2/2018	Kedzie and 55th Street	Chicago	Illinois\Chicago
2/1/2018	Whittier & Garfield	Montebello	California\SoutheastLosAngeles
2/1/2018	Lower Azusa Rd & Ellis Lane	El Monte	California\SanGabrielValley
1/31/2018	Moraga Rd & Rheem	Moraga	California\ContraCostaCounty
1/30/2018	Paul Bunyan Dr and Hannah Ave	Bemidji	Minnesota\MinnesotaRemoteMarkets
1/27/2018	Benson & Minnesota	Anchorage	Alaska
1/26/2018	Base Line & 210	Upland	California\SanBernardinoCounty
1/25/2018	Beechwood & Mackay	Ottawa	Ontario\Ottawa
1/25/2018	Danville - Denmark & Danville	Danville	Kentucky\KentuckyRemoteMarkets
1/24/2018	Old Denton & Frankford	Carrollton	Texas\DallasFortWorth
1/23/2018	Willmar - Hwy 71 & 19th	Willmar	Minnesota\MinnesotaRemoteMarkets
1/22/2018	Hwy 242 & Harper`s Trace	Conroe	Texas\Houston
1/21/2018	Main St. & Hovander Dr. - Ferndale	Ferndale	Washington\Bellingham
1/20/2018	Eisenhower Drive, Hanover	Hanover	Pennsylvania\PennsylvaniaRemoteMarkets
1/19/2018	Alondra Blvd & Studebaker	Cerritos	California\SoutheastLosAngeles
1/18/2018	Gaffey & 9th	San Pedro	California\HarborRegion
1/18/2018	Grand & Cypress	Covina	California\SanGabrielValley
1/18/2018	Rockland Center	Montreal	Quebec\Montreal
1/16/2018	Foxborough, Forbes Crossing	Foxborough	Massachusetts\Boston
1/15/2018	Hwy 380 & Creekview Dr	Princeton	Texas\DallasFortWorth
1/13/2018	College & Quivira - Overland Park	Overland Park	Kansas\KansasCityKansas
1/12/2018	Broadway & Denny Way	Seattle	Washington\Seattle
1/12/2018	Eau Gallie & San Pedro	Melbourne	Florida\SpaceCoast
1/12/2018	Indian Trail and Oakbrook	Norcross	Georgia\Atlanta
1/12/2018	South Bay Center	Dorchester	Massachusetts\Boston
1/11/2018	US 20 & Airport Road- Lebanon	Lebanon	Oregon\WestCentralOregon
1/11/2018	Dayton - Miamisburg & Lyons Rd	Centerville	Ohio\Dayton
1/11/2018	Fenton & Hill	Grand Blanc	Michigan\Flint
1/11/2018	Old Redwood & Windsor	Windsor	California\SonomaCounty
1/9/2018	Fairchild Street & Island Park Driv	Charleston	SouthCarolina\Charleston
1/9/2018	122 Main Street	Annapolis	Maryland\Annapolis
1/9/2018	Hickory Creek & Teasley	Denton	Texas\Denton
1/8/2018	Mission & Main	San Francisco	California\SanFrancisco
1/8/2018	Rochester - S Broadway & 3rd Ave S	Rochester	Minnesota\MinnesotaRemoteMarkets
1/8/2018	Murphy & Independence	Missouri City	Texas\Houston
1/7/2018	Marlborough, Route 20 East	Marlborough	Massachusetts\Boston
1/6/2018	595 West Street	Brantford	Ontario\GreaterTorontoArea
1/5/2018	W Central Ave - Sutherlin	Sutherlin	Oregon\SouthernOregon
1/4/2018	Central and Hillside	Wichita	Kansas\Wichita
1/4/2018	Federal and 74th	Westminster	Colorado\Denver
12/31/2017	4242 Dundas Street West	Toronto	Ontario\Toronto
12/30/2017	Shoppes at DePiero Farm	Montvale	NewJersey
12/28/2017	Lucent & Town Center	Highlands Ranch	Colorado\Denver
12/26/2017	1375 Trim Road	Orleans	Ontario\Ottawa
12/24/2017	3497 Fairview Street	Burlington	Ontario\GreaterTorontoArea
12/22/2017	3000 Wellington Road	Kemptville	Ontario\OntarioRemoteMarkets
12/22/2017	Ashburn Crossroads	Ashburn	Virginia\NorthernVirginia
12/21/2017	Fremont & Phoenix	Seaside	California\CentralCoast
12/19/2017	University Avenue & Yale Avenue	La Mesa	California\SanDiego
12/18/2017	67th and Tower	Denver	Colorado\Denver
12/16/2017	Stevens Creek & Pasadena	Cupertino	California\SantaClaraCounty
12/15/2017	Freret Street	New Orleans	Louisiana\NewOrleans
12/15/2017	Alps and Baxter	Athens	Georgia\GeorgiaRemoteMarkets
12/15/2017	Glen Burnie-Southdale Center	Glen Burnie	Maryland\Baltimore
12/15/2017	Apple Valley - Cedar and 147th	Apple Valley	Minnesota\Minneapolis
12/15/2017	Gateway Blvd & Horizon S Pkwy	Grovetown	Georgia\Augusta
12/15/2017	Highway 52 and Ried Hill Road	Moncks Corner	SouthCarolina\Charleston
12/15/2017	Hillsborough & Race Track	Tampa	Florida\Tampa
12/15/2017	Lakepoint Emerson	Emerson	Georgia\Atlanta
12/14/2017	Battlefield & Maryland-Springfield	Springfield	Missouri\Springfield
12/14/2017	Colonial Ave at W. 20th St	Norfolk	Virginia\ChesapeakeBayRegion
12/14/2017	Pine Lake Ave & Newporte	LaPorte	Indiana\IndianaRemoteMarkets
12/14/2017	Linden Ridge	Winnipeg	Manitoba
12/14/2017	Madison & 91	Riverside	California\RiversideCounty
12/13/2017	University and Amherst	Houston	Texas\Houston
12/8/2017	Westlake Promenade Shops	Westlake	Ohio\Cleveland
12/8/2017	850 Wellington Road South	London	Ontario\LondonON
12/8/2017	Fall River, Southcoast Marketplace	Fall River	Massachusetts\SouthernMassachusetts
12/8/2017	Conroy Windermere & Apopka Vineland	Windermere	Florida\Orlando
12/8/2017	Sherwood Park Indigo	Sherwood Park	Alberta\Edmonton
12/8/2017	Skibo & Richwood	Fayetteville	NorthCarolina\NorthCarolinaRemoteMarkets
12/7/2017	Base Line Rd. & Day Creek Blvd.	Rancho Cucamonga	California\SanBernardinoCounty
12/7/2017	799 Butterfield	Lombard	Illinois\Chicagoland
12/7/2017	Pico & Grand	Los Angeles	California\LosAngeles
12/7/2017	Stockdale & Coffee	Bakersfield	California\KernCounty
12/4/2017	El Toro & Moulton	Laguna Woods	California\OrangeCounty
12/4/2017	102 South Warren Street	Trenton	NewJersey
12/3/2017	Bradford East	Bradford	Ontario\GreaterTorontoArea
12/1/2017	Austin Bluffs and Academy	Colorado Springs	Colorado\ColoradoSprings
12/1/2017	Ford and Rushing	Richmond Hill	Georgia\Savannah
12/1/2017	Milford, ShopRite Plaza	Milford	Connecticut\SouthernConnecticut
12/1/2017	LaGrange & Colorado	Frankfort	Illinois\Chicagoland
12/1/2017	Prince William and Worth	Woodbridge	Virginia\NorthernVirginia
11/30/2017	Kokomo - Reed & Markland	Kokomo	Indiana\IndianaRemoteMarkets
11/30/2017	Macleod Trail & 72nd	Calgary	Alberta\Calgary
11/30/2017	South Boulder Rd and 287	Lafayette	Colorado\Denver
11/29/2017	College & Township - Fayetteville	Fayetteville	Arkansas
11/29/2017	Kingsway Garden Mall	Edmonton	Alberta\Edmonton
11/28/2017	33rd & Vine St - Hays	Hays	Kansas\KansasRemoteMarkets
11/27/2017	Folly Road at Rivers Point	Charleston	SouthCarolina\Charleston
11/27/2017	May & 104th	Oklahoma City	Oklahoma\OklahomaCity
11/24/2017	US-231 & US 52 - West Lafayette	West Lafayette	Indiana\IndianaRemoteMarkets
11/24/2017	Highway 601 and Springdale Dr	Camden	SouthCarolina\SouthCarolinaRemoteMarkets
11/22/2017	3406 Plank Road	Fredericksburg	Virginia\Fredericksburg
11/20/2017	Galesburg	Galesburg	Illinois\IllinoisRemoteMarkets
11/20/2017	Casino Center and Clark	Las Vegas	Nevada\LasVegas
11/20/2017	Coors and St Joseph	Albuquerque	NewMexico\Albuquerque
11/20/2017	Hwy 89 & Deerfield Dr	Truckee	California\LakeTahoe
11/17/2017	Fishhawk & Bayberry	Lithia	Florida\Tampa
11/17/2017	Gravenstein Hwy S & Southpoint	Sebastopol	California\SonomaCounty
11/17/2017	Galleria Mall - 69th & France Ave	Edina	Minnesota\Minneapolis
11/17/2017	Johnston Plaza	Johnston	RhodeIsland
11/17/2017	Semoran & Michigan	Orlando	Florida\Orlando
11/17/2017	Lake & Cheyenne Mountain	Colorado Springs	Colorado\ColoradoSprings
11/17/2017	Palm Canyon Drive & Tahquitz Canyon	Palm Springs	California\PalmSprings
11/17/2017	Main & Industrial Ave	Penticton	BritishColumbia\EasternBritishColumbia
11/16/2017	157 & Center Grove Rd	Edwardsville	Illinois\GreaterStLouis
11/16/2017	Banner & Star	Lodi	California\ModestoStockton
11/16/2017	Pacific Hwy S & 106th St - Tacoma	Tacoma	Washington\Tacoma
11/16/2017	Hwy 50 & Maguire-Ocoee	Ocoee	Florida\Orlando
11/15/2017	45th and Calico	West Fargo	NorthDakota
11/13/2017	Village at Cumberland Park	Tyler	Texas\RemoteMarkets
11/13/2017	Tropicana and Procyon	Las Vegas	Nevada\LasVegas
11/13/2017	Country Club & Hwy 66	Claremore	Oklahoma\Tulsa
11/13/2017	Richmond & Woodhead	Houston	Texas\Houston
11/12/2017	Northwestern & Franklin	Southfield	Michigan\Detroit
11/10/2017	Wendover and I-40	Greensboro	NorthCarolina\Greensboro
11/10/2017	Valley River Drive - Eugene	Eugene	Oregon\WestCentralOregon
11/10/2017	Highway 15 & Rose Abbey Drive	Kingston	Ontario\KingstonBelleville
11/10/2017	Cameron Street & Oberlin Road	Raleigh	NorthCarolina\RaleighDurhamChapelHill
11/10/2017	Golf Course and Paseo del Norte	Albuquerque	NewMexico\Albuquerque
11/10/2017	La Cienega & Centinela	Inglewood	California\SouthLosAngeles
11/9/2017	Mukwonago	Mukwonago	Wisconsin\WisconsinRemoteMarkets
11/9/2017	La Cholla & Orange Grove	Tucson	Arizona\Tucson
11/9/2017	Stockdale & Village	Bakersfield	California\KernCounty
11/8/2017	Waconia - Hwy 5 & Hwy 10	Waconia	Minnesota\Minneapolis
11/6/2017	Elkhorn - 204th & Dodge	Elkhorn	Nebraska
11/6/2017	Loop 1604 & Shaenfield Rd	San Antonio	Texas\SanAntonio
11/4/2017	US 36 & Gable Dr - Avon	Avon	Indiana\Indianapolis
11/3/2017	Town and Country Crossing	Town and Country	Missouri\StLouis
11/3/2017	Copiague-1700 Sunrise Hwy.	Copiague	NewYork\LongIsland
11/3/2017	3025 Petawawa Blvd	Petawawa	Ontario\OntarioRemoteMarkets
11/3/2017	Beechmont, New Rochelle	New Rochelle	NewYork\WestchesterCounty
11/3/2017	Lincolnway & 43rd	Sterling	Illinois\IllinoisRemoteMarkets
11/3/2017	London-Groveport Rd W, Grove City	Grove City	Ohio\Columbus
11/1/2017	Fairmont Pkwy & Rhodes	Pasadena	Texas\Houston
11/1/2017	Foster City & Civic Center	Foster City	California\SanMateoCounty
11/1/2017	Hwy 101 & Ave C - Seaside	Seaside	Oregon\OregonCoast
10/27/2017	1000 N. Glebe	Arlington	Virginia\NorthernVirginia
10/27/2017	Macedonia, E. Aurora Rd.	Macedonia	Ohio\Cleveland
10/27/2017	Independence & 17th	Wilmington	NorthCarolina\Wilmington
10/26/2017	Rockford St and Mountain View Rd	Mt Airy	NorthCarolina\NorthCarolinaRemoteMarkets
10/25/2017	University & Mac Davis Lane	Lubbock	Texas\Lubbock
10/20/2017	Palm Coast Pkwy W & I-95	Palm Coast	Florida\StAugustine
10/19/2017	Capitol & 124th	Brookfield	Wisconsin\Milwaukee
10/19/2017	Orange Ave. & Williamson Rd.	Roanoke	Virginia\RoanokeLynchburg
10/19/2017	Stony Plain	Stony Plain	Alberta\Edmonton
10/18/2017	Dayton Yellow Springs - Fairborn	Fairborn	Ohio\Dayton
10/18/2017	Hillhurst and Avocado	Los Angeles	California\LosAngeles
10/16/2017	NW 27th Ave & 194th St	Miami Gardens	Florida\Miami
10/15/2017	Gull & Sprinkle	Kalamazoo	Michigan\Kalamazoo
10/15/2017	State & Center	Saginaw	Michigan\MichiganRemoteMarkets
10/14/2017	Sunland & I-5	Sun Valley	California\AntelopeValley
10/13/2017	Commercial St and Liberty Rd	Salem	Oregon\WestCentralOregon
10/13/2017	Hampton Blvd. & West Little Creek	Norfolk	Virginia\ChesapeakeBayRegion
10/13/2017	Curry Ford & Young Pine Rd	Orlando	Florida\Orlando
10/13/2017	I-15 & Ranchero	Hesperia	California\SanBernardinoCounty
10/13/2017	Powers Ferry and Northside	Atlanta	Georgia\Atlanta
10/13/2017	NE Imbrie Dr - Hillsboro	Hillsboro	Oregon\Portland
10/12/2017	St Anthony - 37th & Silver Lake Rd	St. Anthony	Minnesota\Minneapolis
10/9/2017	Broadway & Ira	San Antonio	Texas\SanAntonio
10/9/2017	RTC West	Reston	Virginia\NorthernVirginia
10/9/2017	State College & Ball	Anaheim	California\OrangeCounty
10/9/2017	Milwaukee and Grand	Chicago	Illinois\Chicago
10/7/2017	Firestone & Hildreth	South Gate	California\SoutheastLosAngeles
10/7/2017	Lake Murray & Dallas	La Mesa	California\SanDiego
10/6/2017	Dominion And Broad	Glen Allen	Virginia\Richmond
10/6/2017	Biddeford, Alfred St	Biddeford	Maine
10/6/2017	Hamburg Plaza	Hamburg	Pennsylvania\PennsylvaniaRemoteMarkets
10/6/2017	S. Park and Clinic	Carrollton	Georgia\GeorgiaRemoteMarkets
10/5/2017	216 Elgin Street	Ottawa	Ontario\Ottawa
10/2/2017	Wilde Lake Village Center	Columbia	Maryland\Baltimore
10/2/2017	Wichita - 21st & Greenwich Rd	Wichita	Kansas\Wichita
10/2/2017	Westside at Shady Grove	Rockville	Maryland\WashingtonDCArea
10/2/2017	Forest Hills and Riverside	Loves Park	Illinois\IllinoisRemoteMarkets
10/2/2017	61st & West End Ave	New York	NewYork\NewYorkCity
10/2/2017	Clairton Blvd, Pleasant Hills	Pleasant Hills	Pennsylvania\Pittsburgh
10/2/2017	98th & Central	Albuquerque	NewMexico\Albuquerque
10/2/2017	Burlington	Burlington	NewJersey
10/2/2017	Bishop and 44	Rolla	Missouri\MissouriRemoteMarkets
10/2/2017	75 Billy Bishop Way	Toronto	Ontario\Toronto
10/2/2017	Delta Shores & I5 - Elk Grove	Sacramento	California\Sacramento
10/2/2017	Edwards & 50	Lake Geneva	Wisconsin\WisconsinRemoteMarkets
10/2/2017	Amargosa & Sycamore	Victorville	California\SanBernardinoCounty
10/2/2017	Culver & Michelson	Irvine	California\OrangeCounty
10/2/2017	Mack & Radnor	Detroit	Michigan\Detroit
10/2/2017	I-85 and Julian Road	Salisbury	NorthCarolina\NorthCarolinaRemoteMarkets
10/2/2017	SR 100 & Belle Terre Pkwy	Palm Coast	Florida\StAugustine
10/2/2017	Marina Bay & 580	Richmond	California\ContraCostaCounty
10/2/2017	Seymour - US-50 & I-65	Seymour	Indiana\IndianaRemoteMarkets
10/2/2017	Robbinsville - 2325 RT 33	Robbinsville	NewJersey
10/1/2017	Kipling and 470	Littleton	Colorado\Denver
9/30/2017	York & Regester	Baltimore	Maryland\Baltimore
9/30/2017	385 rue Lamontagne	Saint-Jerome	Quebec\Montreal
9/30/2017	Pardee & Eureka	Taylor	Michigan\Detroit
9/30/2017	Monroe & Lawrence Expy	Santa Clara	California\SantaClaraCounty
9/29/2017	Warner & 51st Street	Phoenix	Arizona\Phoenix
9/29/2017	Town Ctr Pkwy & Brightman Blvd	Jacksonville	Florida\Jacksonville
9/29/2017	32nd and Youngfield-Applewood	Wheat Ridge	Colorado\Denver
9/29/2017	Parmer & Dessau	Austin	Texas\Austin
9/29/2017	Poplar & Market	Collierville	Tennessee\Memphis
9/28/2017	Val Vista & Williams Field, Gilbert	Gilbert	Arizona\Phoenix
9/28/2017	Clinton & Hwy 99	Fresno	California\CentralValley
9/28/2017	Gilbert and McKellips	Mesa	Arizona\Phoenix
9/28/2017	Country Club & Wood Ranch	Simi Valley	California\Ventura
9/28/2017	Hwy 97 & 37th Ave - Vernon DT	Vernon	BritishColumbia\EasternBritishColumbia
